id	taxon	S10_Z00	S10_Z01	S10_Z03	S10_Z05	S11_Z00	S11_Z01	S11_Z03	S11_Z05	S12_Z00	S12_Z03	S12_Z05	S13_Z00	S13_Z01	S13_Z03	S13_Z07	S13_Z09	S14_Z00	S14_Z01	S14_Z03	S14_Z05	S14_Z07	S14_Z09	S15_Z00	S15_Z01	S15_Z03	S15_Z05	S15_Z07	S16_Z00	S16_Z01	S16_Z03	S16_Z05	S16_Z07	S17_Z00	S17_Z01	S17_Z03	S17_Z05	S17_Z07	S17_Z09	S18_Z00	S18_Z01	S18_Z03	S18_Z05	S18_Z07	S18_Z09	S19_Z00	S19_Z01	S19_Z03	S19_Z05	S19_Z07	S19_Z09	S1_Z00	S1_Z01	S1_Z05	S20_Z00	S20_Z01	S20_Z03	S20_Z05	S20_Z07	S20_Z09	S21_Z00	S21_Z01	S21_Z05	S21_Z07	S21_Z09	S24_Z00	S24_Z01	S24_Z03	S24_Z05	S24_Z07	S24_Z09	S25_Z00	S25_Z01	S25_Z03	S25_Z05	S25_Z07	S25_Z09	S26_Z00	S26_Z01	S26_Z03	S26_Z05	S26_Z07	S26_Z09	S27_Z00	S27_Z01	S27_Z03	S27_Z05	S27_Z07	S27_Z09	S28_Z00	S28_Z01	S28_Z03	S28_Z05	S28_Z07	S28_Z09	S29_Z00	S29_Z01	S29_Z03	S29_Z05	S29_Z07	S29_Z09	S2_Z00	S2_Z01	S2_Z03	S2_Z05	S30_Z00	S30_Z01	S30_Z03	S30_Z05	S30_Z07	S30_Z09	S31_Z00	S31_Z01	S31_Z03	S31_Z05	S31_Z07	S31_Z09	S32_Z00	S32_Z01	S32_Z03	S32_Z05	S32_Z07	S32_Z09	S33_Z00	S33_Z01	S33_Z03	S33_Z05	S33_Z07	S33_Z09	S34_Z00	S34_Z01	S34_Z03	S34_Z05	S34_Z07	S34_Z09	S3_Z00	S3_Z01	S3_Z03	S3_Z05	S4_Z00	S4_Z01	S4_Z05	S5_Z00	S5_Z01	S5_Z05	S5_Z07	S5_Z08	S5_Z09	S5_Z10	S6_Z00	S6_Z05	S7_Z00	S7_Z01	S7_Z03	S7_Z05	S8_Z00	S8_Z01	S8_Z03	S8_Z05	S9_Z00	S9_Z01	S9_Z03	S9_Z05
ext_mOTU_v31_31679	k__Bacteria; p__Bacteria phylum incertae sedis; c__Bacteria class incertae sedis; o__Bacteria order incertae sedis; f__Bacteria fam. incertae sedis; g__Bacteria gen. incertae sedis; s__Bacteria species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74E-05	0	0	0	0	7.47E-05	6.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31680	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacteriaceae gen. incertae sedis; s__Flavobacteriaceae species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91E-05	0	0	0	0	1.97E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76E-05	0	0	0	0	5.08E-05	0.000106708	4.27E-05	0	0	0	0	0	0	0	0	0	2.15E-05	0	0	0	0	0	2.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31682	k__Bacteria; p__Chloroflexi; c__Chloroflexi class incertae sedis; o__Chloroflexi order incertae sedis; f__Chloroflexi fam. incertae sedis; g__Chloroflexi gen. incertae sedis; s__Chloroflexi species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.42E-05	2.46E-05	0	0	0	0	0	0.0001803197	0	0	0	0	0	0.0002233789	0	0	0	0	0	0.0002467233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31683	k__Bacteria; p__Acidobacteria; c__Acidobacteria class incertae sedis; o__Acidobacteria order incertae sedis; f__Acidobacteria fam. incertae sedis; g__Acidobacteria gen. incertae sedis; s__Acidobacteria species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.77E-05	0	0	0	0	0	0	0	0	0	0	0	0.0001235603	1.74E-05	0	0	0	0	0	0	0	1.58E-05	1.34E-05	0	0	0	9.81E-06	0	0	0	0	0	3.98E-05	0	0	0	0	0	1.87E-05	0	0	0	0	0	1.47E-05	0	0	0	0	2.93E-05	0	4.18E-05	0	0	0	0	5.02E-05	7.93E-05	0	0	0	0	5.15E-05	8.65E-05	0	0	0	0	0	0	0	0	0.0003291617	0.0002469432	0	0	0	0	0	0.0008016185	0	0	0	0	0	0.0003095561	0	0	0	0	0	0.0005609825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31684	k__Bacteria; p__Chloroflexi; c__Chloroflexi class incertae sedis; o__Chloroflexi order incertae sedis; f__Chloroflexi fam. incertae sedis; g__Chloroflexi gen. incertae sedis; s__Chloroflexi species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27E-05	0	0	0	0	0	2.91E-05	0	0	0	0	0	2.33E-05	0	0	0	0	0	1.97E-05	0	0	0	0	0	3.65E-05	0	0	0	0	0	0	0	0	2.78E-05	0.0001666059	0	0	0	0	0	0.0005212031	0	0	0	0	0	0.0002198154	0	0	0	0	0	0.000303007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31685	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacteraceae gen. incertae sedis; s__Pelagibacteraceae species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45E-05	0	0	1.29E-05	1.82E-05	2.62E-05	0	0	0	0	2.40E-05	0	4.79E-05	0	0	0	2.49E-05	2.14E-05	1.81E-05	0	0	0	0	0	0	0	0	3.01E-05	0	0	3.07E-05	2.54E-05	6.41E-05	0	0	0	5.09E-05	5.63E-05	0	0	0	0	0	2.26E-05	0	0	0	0	0	7.18E-05	0	0	0	1.61E-05	5.40E-05	3.48E-05	7.15E-05	0	0	0	0	2.04E-05	0	0	0	0	0	5.85E-05	0	0	0	0	0	0	0	0	5.99E-05	3.65E-05	2.75E-05	0	0	2.00E-05	7.17E-05	2.02E-05	7.03E-05	0	0	0.000215522	4.89E-05	5.35E-05	0.0002397568	0	0	8.92E-05	9.90E-05	3.01E-05	0.0001591128	0	3.55E-05	0.0001612315	0.0001237434	9.73E-05	2.62E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31693	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriales fam. incertae sedis; g__Flavobacteriales gen. incertae sedis; s__Flavobacteriales species incertae sedis	0	0	0.0001439053	4.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31697	k__Bacteria; p__Bacteria phylum incertae sedis; c__Bacteria class incertae sedis; o__Bacteria order incertae sedis; f__Bacteria fam. incertae sedis; g__Bacteria gen. incertae sedis; s__Bacteria species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31698	k__Bacteria; p__Bacteria phylum incertae sedis; c__Bacteria class incertae sedis; o__Bacteria order incertae sedis; f__Bacteria fam. incertae sedis; g__Bacteria gen. incertae sedis; s__Bacteria species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31704	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria order incertae sedis; f__Gammaproteobacteria fam. incertae sedis; g__Gammaproteobacteria gen. incertae sedis; s__Gammaproteobacteria species incertae sedis	0	0	0	0	0	0	0	0	0	0	2.43E-05	0	0	0	0	0.000114395	0	0	0	0	2.48E-05	0.0002044275	0	0	0	0	5.96E-05	0	0	0	0	0	0	0	0	4.03E-05	8.31E-05	0.0001076119	0	0	0	0	1.95E-05	0.0001030969	0	0	0	2.27E-05	4.94E-05	0.0001183551	0	0	0	0	0	0	0	0	9.55E-05	0	0	3.26E-05	2.11E-05	5.71E-05	0	0	5.91E-05	3.60E-05	5.10E-05	0.0002038912	0	0	0	0	2.53E-05	0.0003582671	0	0	0	0	4.45E-05	0.0002877277	0	0	1.86E-05	3.23E-05	2.47E-05	7.40E-05	0	0	0	1.97E-05	5.62E-05	0.0003189314	0	0	0	0	7.36E-05	0.0004344535	0	0	0	0	0	0	0	0	5.97E-05	0.0002585255	0	0	0	0	0	0.0001549578	0	0	0	0	0	0.0001583999	0	0	0	0	0	0.0001112634	0	0	0	0	0	1.95E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31710	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriales fam. incertae sedis; g__Flavobacteriales gen. incertae sedis; s__Flavobacteriales species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30E-05	0	0	0	0	0	3.38E-05	4.51E-05	0	0	0	0	0	0	0	0	0	0	3.20E-05	5.24E-05	0	0	0	0	0	3.06E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16E-05	3.62E-05	0	0	0	0	5.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31715	k__Bacteria; p__Bacteria phylum incertae sedis; c__Bacteria class incertae sedis; o__Bacteria order incertae sedis; f__Bacteria fam. incertae sedis; g__Bacteria gen. incertae sedis; s__Bacteria species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61E-05	4.45E-05	0	0	0	0	0	0.0001388338	0	0	0	0	0	8.56E-05	0	0	0	0	0	6.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31716	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter; s__Sulfitobacter species incertae sedis	0.0008973428	1.61E-05	0.0001984635	0.0011481477	1.81E-05	0	3.65E-05	0.0002527819	1.28E-05	9.78E-06	0	0.0001685656	0.0001086996	0	5.51E-05	0.0001374679	0	9.80E-05	6.39E-05	0.0001449354	0.000446097	0.0004734848	7.45E-05	3.66E-05	0.0001991652	9.90E-05	0.0008227017	0.0001677875	0.0001002059	0.0001167134	4.94E-05	0.0001431951	0.0003743815	0.0004583249	0.0006531136	0.0005065277	0.0010878633	0.0024198681	0.0004088595	0.0003401052	0.0001183225	0.0003213967	0.0005492771	0.0014208439	0.0007438491	0.0005802507	0.0011953253	0.0007325744	0.0012709131	0.0012490095	0	0	0	0.0004253113	0.0003231532	0.0002538545	0.0001722523	0.001240839	0.0027504271	0.0002597506	5.16E-05	0.0001310997	0.0006367734	0.0010871647	0.0012103184	0.0013253294	0.0008232721	0.0003726476	0.0019488765	0.0022955462	0.0008817751	0.0003942248	0.0003906549	0.000514282	0.0018752215	0.0028020496	0.0010389229	0.0002141814	0.0005964832	0.0009248709	0.0025268126	0.0018760764	0.0003750028	0.0002703349	0.001008328	0.0006957317	0.0007695813	0.0009044492	0.0011542303	0.0007855004	0.0003191758	0.0006914598	0.001541474	0.001875133	0.0014120053	0.0003122577	0.0007304151	0.0011542586	0.0018746866	0.0015856785	0	0	0	0	9.53E-05	0.0001594292	8.59E-05	0.0005086544	0.0006501854	0.0006844803	0.0001679504	0.0001922353	0.0003951151	0.0004431943	0.0001218833	0.00105003	6.53E-05	0.0005750867	0.0001724865	0.0001219772	0.0001154032	0.0006561481	0.0001441123	4.00E-05	8.30E-05	0.0003466784	0.0001630885	0.0010571786	6.34E-05	0.0001494365	0.0002342915	0.0001613355	0.0002162186	0.0002144165	0	0	0	0	3.24E-05	0	0	0	0	0	0	0	1.03E-05	0	0.0017140224	0.0001378312	0.0001752041	0	3.33E-05	0.0002800998	5.59E-05	0	3.00E-05	5.73E-05	0.0001077019	2.08E-05	8.51E-05	8.85E-05
ext_mOTU_v31_31717	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacteraceae gen. incertae sedis; s__Pelagibacteraceae species incertae sedis	0	0	0	0	0	0	0	4.06E-05	0	3.56E-05	5.20E-05	0	0	0	0	0	0	0	0	0	1.97E-05	2.58E-05	0	0	0	0	4.80E-05	0	0	0	0	0	0	0	3.07E-05	2.49E-05	6.72E-05	2.29E-05	0	0	0	0	0	0	0	0	3.97E-05	1.51E-05	0	2.84E-05	0	0	0	0	0	0	4.93E-05	0	0	0	0	0	0	0	0	0	2.22E-05	0	4.72E-05	0	0	0	0	0	0	4.95E-05	0	0	0	0	5.91E-05	4.13E-05	0	0	0	3.01E-05	0	0	0	0	4.11E-05	0	0	0	0	0	0	2.85E-05	0	3.27E-05	0	0	0	0	0	0	0	0	3.79E-05	2.00E-05	0	0	3.47E-05	0	0	6.91E-05	0	0	1.87E-05	0	0	0	0	0	0	2.10E-05	0	0	0	2.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-05	1.68E-05	0	0.0001235844	0	0	2.69E-05	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31718	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter species incertae sedis	0	5.48E-05	0	8.80E-05	0	7.03E-05	0	2.78E-05	0	0	0	1.30E-05	1.92E-05	2.32E-05	0	0	0	0	3.82E-05	3.41E-05	7.75E-05	0	0	1.82E-05	5.49E-05	1.42E-05	0	0	3.89E-05	3.60E-05	1.71E-05	0	3.44E-05	5.63E-05	0	0	0	0	0	0	0	0	0	0	4.85E-05	5.43E-05	8.50E-05	0	0	0	2.54E-05	0	0	3.73E-05	3.84E-05	0	1.77E-05	0	0	0	1.67E-05	0	0	0	5.09E-05	3.46E-05	0	0	0	0	0.0001852681	6.45E-05	4.85E-05	0	0	0	2.75E-05	7.18E-05	4.66E-05	5.15E-05	0	0	0	0	0	0	0	0	6.17E-05	0.0001133652	3.43E-05	1.68E-05	0	0	7.41E-05	4.38E-05	4.09E-05	5.79E-05	0	0	0	0	0	0	9.63E-05	0.0001069413	6.72E-05	0	0	0	5.63E-05	9.32E-05	6.27E-05	2.12E-05	0	0	0.0001019508	0.0001510683	0	0	0	0	6.91E-05	0	0	0	0	0	4.69E-05	7.48E-05	0	0	0	0	0	0	0	4.07E-05	0	0	2.62E-05	0	3.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.67E-05	0.0001064005	0	1.48E-05	0	0	0
ext_mOTU_v31_31723	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacteraceae gen. incertae sedis; s__Pelagibacteraceae species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31724	k__Bacteria; p__Bacteria phylum incertae sedis; c__Bacteria class incertae sedis; o__Bacteria order incertae sedis; f__Bacteria fam. incertae sedis; g__Bacteria gen. incertae sedis; s__Bacteria species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97E-05	0	0	0	0	1.90E-05	3.97E-05	2.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31725	k__Bacteria; p__Bacteria phylum incertae sedis; c__Bacteria class incertae sedis; o__Bacteria order incertae sedis; f__Bacteria fam. incertae sedis; g__Bacteria gen. incertae sedis; s__Bacteria species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92E-05	0	0	0	1.77E-05	0	0	0	0	0	0	0	0	0	0	0	5.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31727	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacterales fam. incertae sedis; g__Pelagibacterales gen. incertae sedis; s__Pelagibacterales species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31731	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter species incertae sedis	0	0	0	1.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002897928	0	0	0	0	0.0001728516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005739575	0	0	0	0	8.15E-06	0.0001127885	0.000171095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81E-05	9.66E-05	0	0	0	0	0.0001102323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31734	k__Bacteria; p__Actinobacteria; c__Actinobacteria class incertae sedis; o__Actinobacteria order incertae sedis; f__Actinobacteria fam. incertae sedis; g__Actinobacteria gen. incertae sedis; s__Actinobacteria species incertae sedis	0	0	0	0	0	0	0	0	0	3.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48E-05	0	0	0	0	0	0	0	3.48E-05	0	0	0	0	1.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31740	k__Bacteria; p__Bacteria phylum incertae sedis; c__Bacteria class incertae sedis; o__Bacteria order incertae sedis; f__Bacteria fam. incertae sedis; g__Bacteria gen. incertae sedis; s__Bacteria species incertae sedis	0	0	0	0	0	0	0	0	0	1.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63E-05	0	0	0	0	3.39E-05	0	0	0	0	0	0	3.57E-05	4.04E-05	0	0	0	0	0	3.88E-05	0	0	0	0	0	0	0	0	0	0	0	3.56E-05	0	0	0	0	1.99E-05	1.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66E-05	4.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31744	k__Bacteria; p__Bacteria phylum incertae sedis; c__Bacteria class incertae sedis; o__Bacteria order incertae sedis; f__Bacteria fam. incertae sedis; g__Bacteria gen. incertae sedis; s__Bacteria species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85E-05	0	0	0	3.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_31748	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Alphaproteobacteria order incertae sedis; f__Alphaproteobacteria fam. incertae sedis; g__Alphaproteobacteria gen. incertae sedis; s__Alphaproteobacteria species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
